,miRNA,Target Gene,Target Gene (Entrez Gene ID)
0,hsa-let-7a-2-3p,ACSM2B,348158
1,hsa-let-7a-2-3p,ANP32B,10541
2,hsa-let-7a-2-3p,ARID1A,8289
3,hsa-let-7a-2-3p,CALM2,805
4,hsa-let-7a-2-3p,CCNB1,891
5,hsa-let-7a-2-3p,CKS2,1164
6,hsa-let-7a-2-3p,DAZAP2,9802
7,hsa-let-7a-2-3p,FKBP14,55033
8,hsa-let-7a-2-3p,HMGA2,8091
9,hsa-let-7a-2-3p,HMGB2,3148
10,hsa-let-7a-2-3p,HMGXB4,10042
11,hsa-let-7a-2-3p,INCENP,3619
12,hsa-let-7a-2-3p,KLHL15,80311
13,hsa-let-7a-2-3p,KPNA2,3838
14,hsa-let-7a-2-3p,LHFPL6,10186
15,hsa-let-7a-2-3p,LMNB2,84823
16,hsa-let-7a-2-3p,MAP7,9053
17,hsa-let-7a-2-3p,MRPS21,54460
18,hsa-let-7a-2-3p,MYO10,4651
19,hsa-let-7a-2-3p,NCL,4691
20,hsa-let-7a-2-3p,PIAS1,8554
21,hsa-let-7a-2-3p,RAB5C,5878
22,hsa-let-7a-2-3p,RBM27,54439
23,hsa-let-7a-2-3p,RTL8A,26071
24,hsa-let-7a-2-3p,SEL1L3,23231
25,hsa-let-7a-2-3p,SMARCA5,8467
26,hsa-let-7a-2-3p,SNRPB,6628
27,hsa-let-7a-2-3p,ZCCHC2,54877
28,hsa-let-7a-3p,ADH1B,125
29,hsa-let-7a-3p,APOBEC3A,200315
30,hsa-let-7a-3p,ARID1B,57492
31,hsa-let-7a-3p,ASB11,140456
32,hsa-let-7a-3p,CCND1,595
33,hsa-let-7a-3p,CCND2,894
34,hsa-let-7a-3p,CD99,4267
35,hsa-let-7a-3p,CREBZF,58487
36,hsa-let-7a-3p,E2F2,1870
37,hsa-let-7a-3p,E2F8,79733
38,hsa-let-7a-3p,FZD5,7855
39,hsa-let-7a-3p,HBP1,26959
40,hsa-let-7a-3p,IRF2BP2,359948
41,hsa-let-7a-3p,KLHL15,80311
42,hsa-let-7a-3p,LCOR,84458
43,hsa-let-7a-3p,LDLR,3949
44,hsa-let-7a-3p,MYADM,91663
45,hsa-let-7a-3p,NRBF2,29982
46,hsa-let-7a-3p,OCIAD1,54940
47,hsa-let-7a-3p,PHF8,23133
48,hsa-let-7a-3p,PHKA1,5255
49,hsa-let-7a-3p,RBM12B,389677
50,hsa-let-7a-3p,SENP1,29843
51,hsa-let-7a-3p,SHOC2,8036
52,hsa-let-7a-3p,SLC16A14,151473
53,hsa-let-7a-3p,ZNF264,9422
54,hsa-let-7a-3p,ZNF585A,199704
55,hsa-let-7a-5p,ABT1,29777
56,hsa-let-7a-5p,ACOT9,23597
57,hsa-let-7a-5p,ADH5,128
58,hsa-let-7a-5p,AGO1,26523
59,hsa-let-7a-5p,AGO4,192670
60,hsa-let-7a-5p,AK4,205
61,hsa-let-7a-5p,AKAP8,10270
62,hsa-let-7a-5p,ANKRD46,157567
63,hsa-let-7a-5p,AP1S1,1174
64,hsa-let-7a-5p,ARG2,384
65,hsa-let-7a-5p,ARID3B,10620
66,hsa-let-7a-5p,ATG9A,79065
67,hsa-let-7a-5p,ATP6V1F,9296
68,hsa-let-7a-5p,ATP6V1G1,9550
69,hsa-let-7a-5p,ATXN7L3B,552889
70,hsa-let-7a-5p,AURKB,9212
71,hsa-let-7a-5p,BEND4,389206
72,hsa-let-7a-5p,BZW1,9689
73,hsa-let-7a-5p,C11orf57,55216
74,hsa-let-7a-5p,C19orf47,126526
75,hsa-let-7a-5p,C19orf53,28974
76,hsa-let-7a-5p,C1orf210,149466
77,hsa-let-7a-5p,C5orf51,285636
78,hsa-let-7a-5p,CASP3,836
79,hsa-let-7a-5p,CCND1,595
80,hsa-let-7a-5p,CCND2,894
81,hsa-let-7a-5p,CCR7,1236
82,hsa-let-7a-5p,CD59,966
83,hsa-let-7a-5p,CDC34,997
84,hsa-let-7a-5p,CDK6,1021
85,hsa-let-7a-5p,CDKN1A,1026
86,hsa-let-7a-5p,CLDN12,9069
87,hsa-let-7a-5p,COIL,8161
88,hsa-let-7a-5p,CRY2,1408
89,hsa-let-7a-5p,DIABLO,56616
90,hsa-let-7a-5p,DICER1,23405
91,hsa-let-7a-5p,DISC1,27185
92,hsa-let-7a-5p,DNAL1,83544
93,hsa-let-7a-5p,E2F2,1870
94,hsa-let-7a-5p,EGFR,1956
95,hsa-let-7a-5p,EIF4G2,1982
96,hsa-let-7a-5p,EMILIN2,84034
97,hsa-let-7a-5p,ESPL1,9700
98,hsa-let-7a-5p,EWSR1,2130
99,hsa-let-7a-5p,EZH2,2146
100,hsa-let-7a-5p,FAM105A,54491
101,hsa-let-7a-5p,FAM43A,131583
102,hsa-let-7a-5p,FAM83G,644815
103,hsa-let-7a-5p,FBXW2,26190
104,hsa-let-7a-5p,FIGN,55137
105,hsa-let-7a-5p,FNDC3A,22862
106,hsa-let-7a-5p,FUT10,84750
107,hsa-let-7a-5p,FZD9,8326
108,hsa-let-7a-5p,GABPB1,2553
109,hsa-let-7a-5p,GNG5,2787
110,hsa-let-7a-5p,GRPEL2,134266
111,hsa-let-7a-5p,HAS2,3037
112,hsa-let-7a-5p,HASPIN,83903
113,hsa-let-7a-5p,HERPUD1,9709
114,hsa-let-7a-5p,HIST1H2BD,3017
115,hsa-let-7a-5p,HIST1H2BK,85236
116,hsa-let-7a-5p,HMGA1,3159
117,hsa-let-7a-5p,HMGA2,8091
118,hsa-let-7a-5p,HRAS,3265
119,hsa-let-7a-5p,IGDCC4,57722
120,hsa-let-7a-5p,IGF1R,3480
121,hsa-let-7a-5p,IGF2,3481
122,hsa-let-7a-5p,IGF2BP1,10642
123,hsa-let-7a-5p,IGF2BP3,10643
124,hsa-let-7a-5p,IKZF3,22806
125,hsa-let-7a-5p,IL6,3569
126,hsa-let-7a-5p,ITGA3,3675
127,hsa-let-7a-5p,ITGB3,3690
128,hsa-let-7a-5p,KMT2D,8085
129,hsa-let-7a-5p,KPNA5,3841
130,hsa-let-7a-5p,KRAS,3845
131,hsa-let-7a-5p,KREMEN1,83999
132,hsa-let-7a-5p,LIN28A,79727
133,hsa-let-7a-5p,LIN28B,389421
134,hsa-let-7a-5p,LRIG3,121227
135,hsa-let-7a-5p,MAP2K7,5609
136,hsa-let-7a-5p,MAP4K4,9448
137,hsa-let-7a-5p,MBD2,8932
138,hsa-let-7a-5p,MCF2L2,23101
139,hsa-let-7a-5p,MDM4,4194
140,hsa-let-7a-5p,MIEF1,54471
141,hsa-let-7a-5p,MLLT10,8028
142,hsa-let-7a-5p,MTUS1,57509
143,hsa-let-7a-5p,MYC,4609
144,hsa-let-7a-5p,NCKIPSD,51517
145,hsa-let-7a-5p,NCOA3,8202
146,hsa-let-7a-5p,NF2,4771
147,hsa-let-7a-5p,NHLRC3,387921
148,hsa-let-7a-5p,NKIRAS2,28511
149,hsa-let-7a-5p,NOA1,84273
150,hsa-let-7a-5p,NOM1,64434
151,hsa-let-7a-5p,NRAS,4893
152,hsa-let-7a-5p,NUP155,9631
153,hsa-let-7a-5p,OPA3,80207
154,hsa-let-7a-5p,PAK1,5058
155,hsa-let-7a-5p,PARP1,142
156,hsa-let-7a-5p,PCGF3,10336
157,hsa-let-7a-5p,PDE12,201626
158,hsa-let-7a-5p,PKM,5315
159,hsa-let-7a-5p,PLAGL2,5326
160,hsa-let-7a-5p,PLCG2,5336
161,hsa-let-7a-5p,PLEKHO1,51177
162,hsa-let-7a-5p,PMPCA,23203
163,hsa-let-7a-5p,POLR2D,5433
164,hsa-let-7a-5p,POTEG,404785
165,hsa-let-7a-5p,POTEM,641455
166,hsa-let-7a-5p,PPP1R15B,84919
167,hsa-let-7a-5p,PPP2R2A,5520
168,hsa-let-7a-5p,PRDM1,639
169,hsa-let-7a-5p,RAB19,401409
170,hsa-let-7a-5p,RAB40C,57799
171,hsa-let-7a-5p,RABL2A,11159
172,hsa-let-7a-5p,RABL2B,11158
173,hsa-let-7a-5p,RAVER2,55225
174,hsa-let-7a-5p,RBFOX2,23543
175,hsa-let-7a-5p,RBM12B,389677
176,hsa-let-7a-5p,RDX,5962
177,hsa-let-7a-5p,RHD,6007
178,hsa-let-7a-5p,RNF44,22838
179,hsa-let-7a-5p,RRM2,6241
180,hsa-let-7a-5p,SEMA4C,54910
181,hsa-let-7a-5p,SLC10A7,84068
182,hsa-let-7a-5p,SLC11A2,4891
183,hsa-let-7a-5p,SLC20A1,6574
184,hsa-let-7a-5p,SLC5A6,8884
185,hsa-let-7a-5p,SMARCAD1,56916
186,hsa-let-7a-5p,SMC1A,8243
187,hsa-let-7a-5p,SMCR8,140775
188,hsa-let-7a-5p,STAT3,6774
189,hsa-let-7a-5p,STRN,6801
190,hsa-let-7a-5p,SYNJ2BP,55333
191,hsa-let-7a-5p,TGFBR3,7049
192,hsa-let-7a-5p,THBS1,7057
193,hsa-let-7a-5p,THEM6,51337
194,hsa-let-7a-5p,TMED5,50999
195,hsa-let-7a-5p,TNFAIP3,7128
196,hsa-let-7a-5p,TNFRSF10B,8795
197,hsa-let-7a-5p,TNFSF9,8744
198,hsa-let-7a-5p,TOMM40L,84134
199,hsa-let-7a-5p,TRIM71,131405
200,hsa-let-7a-5p,TSC22D2,9819
201,hsa-let-7a-5p,UHRF1,29128
202,hsa-let-7a-5p,UHRF2,115426
203,hsa-let-7a-5p,WASL,8976
204,hsa-let-7a-5p,WNT1,7471
205,hsa-let-7a-5p,YOD1,55432
206,hsa-let-7a-5p,ZBTB5,9925
207,hsa-let-7a-5p,ZBTB8OS,339487
208,hsa-let-7a-5p,ZCCHC3,85364
209,hsa-let-7a-5p,ZFAND4,93550
210,hsa-let-7a-5p,ZNF200,7752
211,hsa-let-7a-5p,ZNF264,9422
212,hsa-let-7a-5p,ZNF460,10794
213,hsa-let-7a-5p,ZNF566,84924
214,hsa-let-7a-5p,ZNF609,23060
215,hsa-let-7a-5p,ZNF611,81856
216,hsa-let-7a-5p,ZNF644,84146
217,hsa-let-7a-5p,ZNF774,342132
218,hsa-let-7b-3p,ADH1B,125
219,hsa-let-7b-3p,ARID1B,57492
220,hsa-let-7b-3p,ASB11,140456
221,hsa-let-7b-3p,CASP3,836
222,hsa-let-7b-3p,CD99,4267
223,hsa-let-7b-3p,CREBZF,58487
224,hsa-let-7b-3p,E2F8,79733
225,hsa-let-7b-3p,FZD5,7855
226,hsa-let-7b-3p,HBP1,26959
227,hsa-let-7b-3p,IRF2BP2,359948
228,hsa-let-7b-3p,KLHL15,80311
229,hsa-let-7b-3p,LCOR,84458
230,hsa-let-7b-3p,LDLR,3949
231,hsa-let-7b-3p,MYADM,91663
232,hsa-let-7b-3p,NRBF2,29982
233,hsa-let-7b-3p,OCIAD1,54940
234,hsa-let-7b-3p,PHF8,23133
235,hsa-let-7b-3p,PHKA1,5255
236,hsa-let-7b-3p,RBM12B,389677
237,hsa-let-7b-3p,SENP1,29843
238,hsa-let-7b-3p,SHOC2,8036
239,hsa-let-7b-3p,SLC16A14,151473
240,hsa-let-7b-3p,ZNF264,9422
241,hsa-let-7b-3p,ZNF585A,199704
242,hsa-let-7b-5p,ABT1,29777
243,hsa-let-7b-5p,ACACA,31
244,hsa-let-7b-5p,ACOT9,23597
245,hsa-let-7b-5p,ADH5,128
246,hsa-let-7b-5p,ADIPOR2,79602
247,hsa-let-7b-5p,AGO1,26523
248,hsa-let-7b-5p,AK4,205
249,hsa-let-7b-5p,AKAP8,10270
250,hsa-let-7b-5p,AKT2,208
251,hsa-let-7b-5p,ANAPC1,64682
252,hsa-let-7b-5p,ANKRD46,157567
253,hsa-let-7b-5p,AP1S1,1174
254,hsa-let-7b-5p,ARID3A,1820
255,hsa-let-7b-5p,ARID3B,10620
256,hsa-let-7b-5p,ATG9A,79065
257,hsa-let-7b-5p,ATP2A2,488
258,hsa-let-7b-5p,ATP6V1F,9296
259,hsa-let-7b-5p,ATP6V1G1,9550
260,hsa-let-7b-5p,ATXN2,6311
261,hsa-let-7b-5p,ATXN7L3B,552889
262,hsa-let-7b-5p,AURKA,6790
263,hsa-let-7b-5p,BAZ1B,9031
264,hsa-let-7b-5p,BEND4,389206
265,hsa-let-7b-5p,BZW1,9689
266,hsa-let-7b-5p,C11orf57,55216
267,hsa-let-7b-5p,C19orf47,126526
268,hsa-let-7b-5p,C19orf53,28974
269,hsa-let-7b-5p,C1orf210,149466
270,hsa-let-7b-5p,C5orf51,285636
271,hsa-let-7b-5p,CBX5,23468
272,hsa-let-7b-5p,CCNA2,890
273,hsa-let-7b-5p,CCND1,595
274,hsa-let-7b-5p,CCND2,894
275,hsa-let-7b-5p,CCNF,899
276,hsa-let-7b-5p,CD59,966
277,hsa-let-7b-5p,CDC25A,993
278,hsa-let-7b-5p,CDC34,997
279,hsa-let-7b-5p,CDK6,1021
280,hsa-let-7b-5p,CDKAL1,54901
281,hsa-let-7b-5p,CDKN1A,1026
282,hsa-let-7b-5p,CHD3,1107
283,hsa-let-7b-5p,CHD4,1108
284,hsa-let-7b-5p,CLDN12,9069
285,hsa-let-7b-5p,CLUH,23277
286,hsa-let-7b-5p,COIL,8161
287,hsa-let-7b-5p,COL3A1,1281
288,hsa-let-7b-5p,CPEB1,64506
289,hsa-let-7b-5p,CPEB3,22849
290,hsa-let-7b-5p,CRY2,1408
291,hsa-let-7b-5p,CTHRC1,115908
292,hsa-let-7b-5p,CTPS1,1503
293,hsa-let-7b-5p,CYP2J2,1573
294,hsa-let-7b-5p,DHX57,90957
295,hsa-let-7b-5p,DIABLO,56616
296,hsa-let-7b-5p,DIAPH1,1729
297,hsa-let-7b-5p,DISC1,27185
298,hsa-let-7b-5p,DNAL1,83544
299,hsa-let-7b-5p,DSP,1832
300,hsa-let-7b-5p,E2F2,1870
301,hsa-let-7b-5p,E2F6,1876
302,hsa-let-7b-5p,EDEM3,80267
303,hsa-let-7b-5p,EIF4G2,1982
304,hsa-let-7b-5p,EMILIN2,84034
305,hsa-let-7b-5p,ERO1A,30001
306,hsa-let-7b-5p,ESPL1,9700
307,hsa-let-7b-5p,EZH2,2146
308,hsa-let-7b-5p,FADS2,9415
309,hsa-let-7b-5p,FAM105A,54491
310,hsa-let-7b-5p,FAM43A,131583
311,hsa-let-7b-5p,FAM83G,644815
312,hsa-let-7b-5p,FBXW2,26190
313,hsa-let-7b-5p,FIGN,55137
314,hsa-let-7b-5p,FLAD1,80308
315,hsa-let-7b-5p,FNDC3A,22862
316,hsa-let-7b-5p,FUT10,84750
317,hsa-let-7b-5p,FZD9,8326
318,hsa-let-7b-5p,GABPB1,2553
319,hsa-let-7b-5p,GLO1,2739
320,hsa-let-7b-5p,GNG5,2787
321,hsa-let-7b-5p,GRPEL2,134266
322,hsa-let-7b-5p,GSR,2936
323,hsa-let-7b-5p,HAND1,9421
324,hsa-let-7b-5p,HASPIN,83903
325,hsa-let-7b-5p,HERPUD1,9709
326,hsa-let-7b-5p,HIST1H2BD,3017
327,hsa-let-7b-5p,HIST1H2BK,85236
328,hsa-let-7b-5p,HMGA1,3159
329,hsa-let-7b-5p,HMGA2,8091
330,hsa-let-7b-5p,HRAS,3265
331,hsa-let-7b-5p,IFNB1,3456
332,hsa-let-7b-5p,IGDCC4,57722
333,hsa-let-7b-5p,IGF1R,3480
334,hsa-let-7b-5p,IGF2BP1,10642
335,hsa-let-7b-5p,IGF2BP2,10644
336,hsa-let-7b-5p,IGF2BP3,10643
337,hsa-let-7b-5p,IKZF3,22806
338,hsa-let-7b-5p,INTS7,25896
339,hsa-let-7b-5p,IPO4,79711
340,hsa-let-7b-5p,IRS2,8660
341,hsa-let-7b-5p,ITGA3,3675
342,hsa-let-7b-5p,KMT2D,8085
343,hsa-let-7b-5p,KPNA5,3841
344,hsa-let-7b-5p,KREMEN1,83999
345,hsa-let-7b-5p,LGR4,55366
346,hsa-let-7b-5p,LIN28A,79727
347,hsa-let-7b-5p,LIN28B,389421
348,hsa-let-7b-5p,LRIG3,121227
349,hsa-let-7b-5p,MAP2K7,5609
350,hsa-let-7b-5p,MARS2,92935
351,hsa-let-7b-5p,MBD2,8932
352,hsa-let-7b-5p,MCF2L2,23101
353,hsa-let-7b-5p,MDM4,4194
354,hsa-let-7b-5p,MIDN,90007
355,hsa-let-7b-5p,MIEF1,54471
356,hsa-let-7b-5p,MLLT10,8028
357,hsa-let-7b-5p,MTPN,136319
358,hsa-let-7b-5p,MTUS1,57509
359,hsa-let-7b-5p,MYC,4609
360,hsa-let-7b-5p,NAA20,51126
361,hsa-let-7b-5p,NCKIPSD,51517
362,hsa-let-7b-5p,NCOA3,8202
363,hsa-let-7b-5p,NHLRC3,387921
364,hsa-let-7b-5p,NOA1,84273
365,hsa-let-7b-5p,NOM1,64434
366,hsa-let-7b-5p,NR2E1,7101
367,hsa-let-7b-5p,NRAS,4893
368,hsa-let-7b-5p,NUP155,9631
369,hsa-let-7b-5p,NUP214,8021
370,hsa-let-7b-5p,OPA3,80207
371,hsa-let-7b-5p,PCGF3,10336
372,hsa-let-7b-5p,PDCD11,22984
373,hsa-let-7b-5p,PDE12,201626
374,hsa-let-7b-5p,PDP2,57546
375,hsa-let-7b-5p,PEX11B,8799
376,hsa-let-7b-5p,PGRMC1,10857
377,hsa-let-7b-5p,PLAGL2,5326
378,hsa-let-7b-5p,PLCG2,5336
379,hsa-let-7b-5p,PLEKHO1,51177
380,hsa-let-7b-5p,PMPCA,23203
381,hsa-let-7b-5p,POLR2D,5433
382,hsa-let-7b-5p,POM121,9883
383,hsa-let-7b-5p,POTEG,404785
384,hsa-let-7b-5p,POTEM,641455
385,hsa-let-7b-5p,PPP1R15B,84919
386,hsa-let-7b-5p,PPP2R2A,5520
387,hsa-let-7b-5p,PRDM1,639
388,hsa-let-7b-5p,PRRC2A,7916
389,hsa-let-7b-5p,PSME3,10197
390,hsa-let-7b-5p,PUM1,9698
391,hsa-let-7b-5p,RAB19,401409
392,hsa-let-7b-5p,RABL2A,11159
393,hsa-let-7b-5p,RABL2B,11158
394,hsa-let-7b-5p,RBFOX2,23543
395,hsa-let-7b-5p,RBM12B,389677
396,hsa-let-7b-5p,RDH10,157506
397,hsa-let-7b-5p,RDX,5962
398,hsa-let-7b-5p,RHD,6007
399,hsa-let-7b-5p,RNF44,22838
400,hsa-let-7b-5p,RRM2,6241
401,hsa-let-7b-5p,RTCA,8634
402,hsa-let-7b-5p,SCD,6319
403,hsa-let-7b-5p,SEMA4C,54910
404,hsa-let-7b-5p,SIGMAR1,10280
405,hsa-let-7b-5p,SLC10A7,84068
406,hsa-let-7b-5p,SLC11A2,4891
407,hsa-let-7b-5p,SLC20A1,6574
408,hsa-let-7b-5p,SLC25A13,10165
409,hsa-let-7b-5p,SLC5A6,8884
410,hsa-let-7b-5p,SMARCA4,6597
411,hsa-let-7b-5p,SMARCAD1,56916
412,hsa-let-7b-5p,SMARCD1,6602
413,hsa-let-7b-5p,SMC1A,8243
414,hsa-let-7b-5p,SMCR8,140775
415,hsa-let-7b-5p,STRN,6801
416,hsa-let-7b-5p,SYNGR2,9144
417,hsa-let-7b-5p,SYNJ2BP,55333
418,hsa-let-7b-5p,TAB2,23118
419,hsa-let-7b-5p,TGFBR1,7046
420,hsa-let-7b-5p,THBS1,7057
421,hsa-let-7b-5p,THEM6,51337
422,hsa-let-7b-5p,TLR4,7099
423,hsa-let-7b-5p,TMED5,50999
424,hsa-let-7b-5p,TMEM201,199953
425,hsa-let-7b-5p,TMTC3,160418
426,hsa-let-7b-5p,TNFRSF10B,8795
427,hsa-let-7b-5p,TNFSF9,8744
428,hsa-let-7b-5p,TOMM40L,84134
429,hsa-let-7b-5p,TRABD,80305
430,hsa-let-7b-5p,TRIM24,8805
431,hsa-let-7b-5p,TSC22D2,9819
432,hsa-let-7b-5p,TXLNA,200081
433,hsa-let-7b-5p,UBAP2L,9898
434,hsa-let-7b-5p,WASL,8976
435,hsa-let-7b-5p,YOD1,55432
436,hsa-let-7b-5p,YWHAZ,7534
437,hsa-let-7b-5p,ZADH2,284273
438,hsa-let-7b-5p,ZBTB5,9925
439,hsa-let-7b-5p,ZBTB8OS,339487
440,hsa-let-7b-5p,ZCCHC3,85364
441,hsa-let-7b-5p,ZFAND4,93550
442,hsa-let-7b-5p,ZNF200,7752
443,hsa-let-7b-5p,ZNF460,10794
444,hsa-let-7b-5p,ZNF566,84924
445,hsa-let-7b-5p,ZNF611,81856
446,hsa-let-7b-5p,ZNF774,342132
447,hsa-let-7c-3p,AMOTL1,154810
448,hsa-let-7c-3p,ANP32B,10541
449,hsa-let-7c-3p,BAG4,9530
450,hsa-let-7c-3p,CALM1,801
451,hsa-let-7c-3p,CALM2,805
452,hsa-let-7c-3p,CD164,8763
453,hsa-let-7c-3p,CKS2,1164
454,hsa-let-7c-3p,DNAJB6,10049
455,hsa-let-7c-3p,FOXO1,2308
456,hsa-let-7c-3p,HMGA2,8091
457,hsa-let-7c-3p,HNRNPU,3192
458,hsa-let-7c-3p,IGF2BP1,10642
459,hsa-let-7c-3p,IL6R,3570
460,hsa-let-7c-3p,IVNS1ABP,10625
461,hsa-let-7c-3p,KLHL15,80311
462,hsa-let-7c-3p,LHFPL6,10186
463,hsa-let-7c-3p,LMNB2,84823
464,hsa-let-7c-3p,MAP7,9053
465,hsa-let-7c-3p,MMP16,4325
466,hsa-let-7c-3p,MRPS21,54460
467,hsa-let-7c-3p,MTPN,136319
468,hsa-let-7c-3p,MYO10,4651
469,hsa-let-7c-3p,NCL,4691
470,hsa-let-7c-3p,NECAB1,64168
471,hsa-let-7c-3p,NUP93,9688
472,hsa-let-7c-3p,RAB5C,5878
473,hsa-let-7c-3p,RBM23,55147
474,hsa-let-7c-3p,RRAGD,58528
475,hsa-let-7c-3p,RTL8A,26071
476,hsa-let-7c-3p,SHMT1,6470
477,hsa-let-7c-3p,SIGLEC14,100049587
478,hsa-let-7c-3p,SMARCA5,8467
479,hsa-let-7c-3p,TACC2,10579
480,hsa-let-7c-3p,TRIB1,10221
481,hsa-let-7c-5p,ABT1,29777
482,hsa-let-7c-5p,ACOT9,23597
483,hsa-let-7c-5p,ADH5,128
484,hsa-let-7c-5p,AGO1,26523
485,hsa-let-7c-5p,AK4,205
486,hsa-let-7c-5p,AKAP8,10270
487,hsa-let-7c-5p,ANKRD46,157567
488,hsa-let-7c-5p,AP1S1,1174
489,hsa-let-7c-5p,ARID3A,1820
490,hsa-let-7c-5p,ARID3B,10620
491,hsa-let-7c-5p,ATG9A,79065
492,hsa-let-7c-5p,ATP6V1F,9296
493,hsa-let-7c-5p,ATP6V1G1,9550
494,hsa-let-7c-5p,ATXN7L3B,552889
495,hsa-let-7c-5p,BCL2L1,598
496,hsa-let-7c-5p,BEND4,389206
497,hsa-let-7c-5p,BZW1,9689
498,hsa-let-7c-5p,C11orf57,55216
499,hsa-let-7c-5p,C19orf47,126526
500,hsa-let-7c-5p,C19orf53,28974
501,hsa-let-7c-5p,C1orf210,149466
502,hsa-let-7c-5p,C5orf51,285636
503,hsa-let-7c-5p,CASP3,836
504,hsa-let-7c-5p,CCND1,595
505,hsa-let-7c-5p,CD59,966
506,hsa-let-7c-5p,CDC25A,993
507,hsa-let-7c-5p,CEBPB,1051
508,hsa-let-7c-5p,CLDN12,9069
509,hsa-let-7c-5p,COIL,8161
510,hsa-let-7c-5p,COPS6,10980
511,hsa-let-7c-5p,COPS8,10920
512,hsa-let-7c-5p,CRY2,1408
513,hsa-let-7c-5p,DIABLO,56616
514,hsa-let-7c-5p,DISC1,27185
515,hsa-let-7c-5p,DNAL1,83544
516,hsa-let-7c-5p,EIF4G2,1982
517,hsa-let-7c-5p,EMILIN2,84034
518,hsa-let-7c-5p,ESPL1,9700
519,hsa-let-7c-5p,FAM105A,54491
520,hsa-let-7c-5p,FAM43A,131583
521,hsa-let-7c-5p,FAM83G,644815
522,hsa-let-7c-5p,FBXW2,26190
523,hsa-let-7c-5p,FIGN,55137
524,hsa-let-7c-5p,FUT10,84750
525,hsa-let-7c-5p,FZD9,8326
526,hsa-let-7c-5p,GABPB1,2553
527,hsa-let-7c-5p,GNG5,2787
528,hsa-let-7c-5p,GPS1,2873
529,hsa-let-7c-5p,GRPEL2,134266
530,hsa-let-7c-5p,HASPIN,83903
531,hsa-let-7c-5p,HERPUD1,9709
532,hsa-let-7c-5p,HIST1H2BD,3017
533,hsa-let-7c-5p,HIST1H2BK,85236
534,hsa-let-7c-5p,HMGA1,3159
535,hsa-let-7c-5p,HMGA2,8091
536,hsa-let-7c-5p,HSPA4,3308
537,hsa-let-7c-5p,IGDCC4,57722
538,hsa-let-7c-5p,IGF1R,3480
539,hsa-let-7c-5p,IGF2BP3,10643
540,hsa-let-7c-5p,IKZF3,22806
541,hsa-let-7c-5p,IL10,3586
542,hsa-let-7c-5p,IL6,3569
543,hsa-let-7c-5p,ITGA3,3675
544,hsa-let-7c-5p,ITGB3,3690
545,hsa-let-7c-5p,KMT2D,8085
546,hsa-let-7c-5p,KPNA5,3841
547,hsa-let-7c-5p,KREMEN1,83999
548,hsa-let-7c-5p,LRIG3,121227
549,hsa-let-7c-5p,MAP2K7,5609
550,hsa-let-7c-5p,MAP4K3,8491
551,hsa-let-7c-5p,MBD2,8932
552,hsa-let-7c-5p,MCF2L2,23101
553,hsa-let-7c-5p,MDM4,4194
554,hsa-let-7c-5p,MIEF1,54471
555,hsa-let-7c-5p,MLLT10,8028
556,hsa-let-7c-5p,MTOR,2475
557,hsa-let-7c-5p,MTUS1,57509
558,hsa-let-7c-5p,MYC,4609
559,hsa-let-7c-5p,NCKIPSD,51517
560,hsa-let-7c-5p,NCOA3,8202
561,hsa-let-7c-5p,NHLRC3,387921
562,hsa-let-7c-5p,NOA1,84273
563,hsa-let-7c-5p,NOM1,64434
564,hsa-let-7c-5p,NRAS,4893
565,hsa-let-7c-5p,NUMB,8650
566,hsa-let-7c-5p,NUP155,9631
567,hsa-let-7c-5p,OPA3,80207
568,hsa-let-7c-5p,PBX2,5089
569,hsa-let-7c-5p,PCGF3,10336
570,hsa-let-7c-5p,PDE12,201626
571,hsa-let-7c-5p,PLAGL2,5326
572,hsa-let-7c-5p,PLCG2,5336
573,hsa-let-7c-5p,PLEKHO1,51177
574,hsa-let-7c-5p,PMPCA,23203
575,hsa-let-7c-5p,POLR2D,5433
576,hsa-let-7c-5p,POTEG,404785
577,hsa-let-7c-5p,POTEM,641455
578,hsa-let-7c-5p,PPP1R15B,84919
579,hsa-let-7c-5p,RAB19,401409
580,hsa-let-7c-5p,RABL2A,11159
581,hsa-let-7c-5p,RABL2B,11158
582,hsa-let-7c-5p,RBFOX2,23543
583,hsa-let-7c-5p,RBM12B,389677
584,hsa-let-7c-5p,RDX,5962
585,hsa-let-7c-5p,RHD,6007
586,hsa-let-7c-5p,RICTOR,253260
587,hsa-let-7c-5p,RNF44,22838
588,hsa-let-7c-5p,SEMA4C,54910
589,hsa-let-7c-5p,SLC10A7,84068
590,hsa-let-7c-5p,SLC11A2,4891
591,hsa-let-7c-5p,SLC20A1,6574
592,hsa-let-7c-5p,SLC5A6,8884
593,hsa-let-7c-5p,SMARCAD1,56916
594,hsa-let-7c-5p,SMC1A,8243
595,hsa-let-7c-5p,SMCR8,140775
596,hsa-let-7c-5p,STAT2,6773
597,hsa-let-7c-5p,STAT3,6774
598,hsa-let-7c-5p,STRN,6801
599,hsa-let-7c-5p,SYNJ2BP,55333
600,hsa-let-7c-5p,TGFBR1,7046
601,hsa-let-7c-5p,THEM6,51337
602,hsa-let-7c-5p,TMED5,50999
603,hsa-let-7c-5p,TNFRSF10B,8795
604,hsa-let-7c-5p,TNFSF9,8744
605,hsa-let-7c-5p,TOMM40L,84134
606,hsa-let-7c-5p,TRIB2,28951
