,miRNA,Target Gene,Target Gene (Entrez Gene ID)
63122,hsa-miR-661,CYC1,1537
63123,hsa-miR-661,DEFB105A,245908
63124,hsa-miR-661,DEFB105B,504180
63125,hsa-miR-661,DMKN,93099
63126,hsa-miR-661,DSTYK,25778
63127,hsa-miR-661,EHD4,30844
63128,hsa-miR-661,EIF3H,8667
63129,hsa-miR-661,ELOVL6,79071
63130,hsa-miR-661,EMC1,23065
63131,hsa-miR-661,EXOSC2,23404
63132,hsa-miR-661,FAM234B,57613
63133,hsa-miR-661,FAM83F,113828
63134,hsa-miR-661,FHL2,2274
63135,hsa-miR-661,FUT1,2523
63136,hsa-miR-661,GNL3,26354
63137,hsa-miR-661,HM13,81502
63138,hsa-miR-661,IKZF3,22806
63139,hsa-miR-661,IRAK1BP1,134728
63140,hsa-miR-661,LETM1,3954
63141,hsa-miR-661,LIMD1,8994
63142,hsa-miR-661,LIN9,286826
63143,hsa-miR-661,LIX1L,128077
63144,hsa-miR-661,LYRM4,57128
63145,hsa-miR-661,MAGI3,260425
63146,hsa-miR-661,MCCC2,64087
63147,hsa-miR-661,MCL1,4170
63148,hsa-miR-661,MDM2,4193
63149,hsa-miR-661,MDM4,4194
63150,hsa-miR-661,MED28,80306
63151,hsa-miR-661,MGMT,4255
63152,hsa-miR-661,MLLT1,4298
63153,hsa-miR-661,MRPS10,55173
63154,hsa-miR-661,MTA1,9112
63155,hsa-miR-661,MTX3,345778
63156,hsa-miR-661,MYPN,84665
63157,hsa-miR-661,NUPL2,11097
63158,hsa-miR-661,OCIAD2,132299
63159,hsa-miR-661,OPA3,80207
63160,hsa-miR-661,ORC1,4998
63161,hsa-miR-661,PCLAF,9768
63162,hsa-miR-661,PCNP,57092
63163,hsa-miR-661,PLXNA3,55558
63164,hsa-miR-661,POLR3K,51728
63165,hsa-miR-661,PON1,5444
63166,hsa-miR-661,POU2F3,25833
63167,hsa-miR-661,PPEF2,5470
63168,hsa-miR-661,PPIL4,85313
63169,hsa-miR-661,PRRG4,79056
63170,hsa-miR-661,QTRT2,79691
63171,hsa-miR-661,RASSF9,9182
63172,hsa-miR-661,SF3A1,10291
63173,hsa-miR-661,SLC24A4,123041
63174,hsa-miR-661,STMP1,647087
63175,hsa-miR-661,TBCCD1,55171
63176,hsa-miR-661,TLCD2,727910
63177,hsa-miR-661,TMEM184C,55751
63178,hsa-miR-661,TMEM65,157378
63179,hsa-miR-661,TRIM16L,147166
63180,hsa-miR-661,TUFT1,7286
63181,hsa-miR-661,TXNDC16,57544
63182,hsa-miR-661,UGDH,7358
63183,hsa-miR-661,USP1,7398
63184,hsa-miR-661,WBP11,51729
63185,hsa-miR-661,WT1,7490
63186,hsa-miR-661,YOD1,55432
63187,hsa-miR-661,ZADH2,284273
63188,hsa-miR-661,ZBTB8B,728116
63189,hsa-miR-661,ZNF277,11179
63190,hsa-miR-661,ZNF43,7594
63191,hsa-miR-661,ZNF460,10794
63192,hsa-miR-661,ZNF646,9726
63193,hsa-miR-661,ZNF695,57116
63194,hsa-miR-661,ZNF865,100507290
63195,hsa-miR-662,ING1,3621
63196,hsa-miR-662,REXO1,57455
63197,hsa-miR-662,TRAF3,7187
63198,hsa-miR-663a,ANKRD52,283373
63199,hsa-miR-663a,APC,324
63200,hsa-miR-663a,ASB6,140459
63201,hsa-miR-663a,BARHL1,56751
63202,hsa-miR-663a,CDK1,983
63203,hsa-miR-663a,CDKN1A,1026
63204,hsa-miR-663a,CXCR4,7852
63205,hsa-miR-663a,DDI2,84301
63206,hsa-miR-663a,EEF1A2,1917
63207,hsa-miR-663a,FAM83H,286077
63208,hsa-miR-663a,FSCN1,6624
63209,hsa-miR-663a,GNAI2,2771
63210,hsa-miR-663a,GPR20,2843
63211,hsa-miR-663a,GRB2,2885
63212,hsa-miR-663a,HRAS,3265
63213,hsa-miR-663a,HSPG2,3339
63214,hsa-miR-663a,JUNB,3726
63215,hsa-miR-663a,JUND,3727
63216,hsa-miR-663a,KHSRP,8570
63217,hsa-miR-663a,MYL9,10398
63218,hsa-miR-663a,NACC1,112939
63219,hsa-miR-663a,NEUROD2,4761
63220,hsa-miR-663a,NRGN,4900
63221,hsa-miR-663a,PCGF3,10336
63222,hsa-miR-663a,PDE4C,5143
63223,hsa-miR-663a,PIK3CD,5293
63224,hsa-miR-663a,PLOD3,8985
63225,hsa-miR-663a,SCAMP4,113178
63226,hsa-miR-663a,SLC10A7,84068
63227,hsa-miR-663a,SLC7A5,8140
63228,hsa-miR-663a,SPRY4,81848
63229,hsa-miR-663a,STMN3,50861
63230,hsa-miR-663a,SYNGR1,9145
63231,hsa-miR-663a,TCEAL1,9338
63232,hsa-miR-663a,TGFB1,7040
63233,hsa-miR-663a,TOR4A,54863
63234,hsa-miR-663a,TP53,7157
63235,hsa-miR-663a,UNK,85451
63236,hsa-miR-663a,VAV3,10451
63237,hsa-miR-663b,ANK1,286
63238,hsa-miR-663b,CARNS1,57571
63239,hsa-miR-663b,EEF1A2,1917
63240,hsa-miR-663b,IGF2,3481
63241,hsa-miR-663b,IL1RAPL1,11141
63242,hsa-miR-663b,JADE2,23338
63243,hsa-miR-663b,KIF21B,23046
63244,hsa-miR-663b,NRF1,4899
63245,hsa-miR-663b,SMAD7,4092
63246,hsa-miR-663b,SMCR8,140775
63247,hsa-miR-663b,SOCS5,9655
63248,hsa-miR-663b,SREBF1,6720
63249,hsa-miR-663b,ZBTB4,57659
63250,hsa-miR-664a-3p,ADCYAP1R1,117
63251,hsa-miR-664a-3p,CTBP1,1487
63252,hsa-miR-664a-3p,DYNLL2,140735
63253,hsa-miR-664a-3p,EXO5,64789
63254,hsa-miR-664a-3p,FAM3C,10447
63255,hsa-miR-664a-3p,KRTAP13-2,337959
63256,hsa-miR-664a-3p,MAGEL2,54551
63257,hsa-miR-664a-3p,MAT1A,4143
63258,hsa-miR-664a-3p,MEG3,55384
63259,hsa-miR-664a-3p,OLIG3,167826
63260,hsa-miR-664a-3p,PCGF3,10336
63261,hsa-miR-664a-3p,PHIP,55023
63262,hsa-miR-664a-3p,PPP1R15B,84919
63263,hsa-miR-664a-3p,RAN,5901
63264,hsa-miR-664a-3p,SEMA3E,9723
63265,hsa-miR-664a-3p,SNRPB2,6629
63266,hsa-miR-664a-3p,SOX7,83595
63267,hsa-miR-664a-3p,SUB1,10923
63268,hsa-miR-664a-3p,TSPAN2,10100
63269,hsa-miR-664a-3p,YAE1D1,57002
63270,hsa-miR-664a-3p,ZBTB34,403341
63271,hsa-miR-664a-3p,ZBTB44,29068
63272,hsa-miR-664a-3p,ZNF667,63934
63273,hsa-miR-664a-5p,ADAR,103
63274,hsa-miR-664a-5p,ALDH6A1,4329
63275,hsa-miR-664a-5p,C15orf40,123207
63276,hsa-miR-664a-5p,C21orf58,54058
63277,hsa-miR-664a-5p,EFNA1,1942
63278,hsa-miR-664a-5p,GATA6,2627
63279,hsa-miR-664a-5p,LYRM7,90624
63280,hsa-miR-664a-5p,MRM3,55178
63281,hsa-miR-664a-5p,MRPL17,63875
63282,hsa-miR-664a-5p,NPR1,4881
63283,hsa-miR-664a-5p,PHAX,51808
63284,hsa-miR-664a-5p,RRP7A,27341
63285,hsa-miR-664a-5p,TRIM72,493829
63286,hsa-miR-664a-5p,ZNF610,162963
63287,hsa-miR-664b-3p,AKAP8,10270
63288,hsa-miR-664b-3p,AZI2,64343
63289,hsa-miR-664b-3p,KLF10,7071
63290,hsa-miR-664b-3p,MAGEL2,54551
63291,hsa-miR-664b-3p,MAPK14,1432
63292,hsa-miR-664b-3p,MDM2,4193
63293,hsa-miR-664b-3p,OLIG3,167826
63294,hsa-miR-664b-3p,RAN,5901
63295,hsa-miR-664b-3p,RBM12B,389677
63296,hsa-miR-664b-3p,SEMA3E,9723
63297,hsa-miR-664b-3p,SMIM12,113444
63298,hsa-miR-664b-3p,SNRPB2,6629
63299,hsa-miR-664b-3p,SSC5D,284297
63300,hsa-miR-664b-3p,TGOLN2,10618
63301,hsa-miR-664b-3p,YAE1D1,57002
63302,hsa-miR-664b-5p,CCNE2,9134
63303,hsa-miR-664b-5p,GPBP1L1,60313
63304,hsa-miR-664b-5p,NXPH2,11249
63305,hsa-miR-665,ABCF1,23
63306,hsa-miR-665,ACBD5,91452
63307,hsa-miR-665,AGBL5,60509
63308,hsa-miR-665,AGXT2,64902
63309,hsa-miR-665,AHCYL2,23382
63310,hsa-miR-665,AK4,205
63311,hsa-miR-665,ANP32E,81611
63312,hsa-miR-665,APAF1,317
63313,hsa-miR-665,AQP6,363
63314,hsa-miR-665,ARHGAP11A,9824
63315,hsa-miR-665,ATP13A4,84239
63316,hsa-miR-665,ATP6V0A2,23545
63317,hsa-miR-665,ATP8B2,57198
63318,hsa-miR-665,BCAS4,55653
63319,hsa-miR-665,BPNT1,10380
63320,hsa-miR-665,C10orf111,221060
63321,hsa-miR-665,C1orf210,149466
63322,hsa-miR-665,CBS,875
63323,hsa-miR-665,CBY3,646019
63324,hsa-miR-665,CCDC77,84318
63325,hsa-miR-665,CCR4,1233
63326,hsa-miR-665,CD274,29126
63327,hsa-miR-665,CDC5L,988
63328,hsa-miR-665,CDCP1,64866
63329,hsa-miR-665,CDKN1A,1026
63330,hsa-miR-665,CENPN,55839
63331,hsa-miR-665,CEP97,79598
63332,hsa-miR-665,CHMP1B,57132
63333,hsa-miR-665,CLIC4,25932
63334,hsa-miR-665,CNR2,1269
63335,hsa-miR-665,CYP8B1,1582
63336,hsa-miR-665,DCPS,28960
63337,hsa-miR-665,DHODH,1723
63338,hsa-miR-665,DNAAF2,55172
63339,hsa-miR-665,DNAH9,1770
63340,hsa-miR-665,DNM2,1785
63341,hsa-miR-665,EGF,1950
63342,hsa-miR-665,ELMSAN1,91748
63343,hsa-miR-665,EMILIN2,84034
63344,hsa-miR-665,EMP1,2012
63345,hsa-miR-665,FAAH,2166
63346,hsa-miR-665,FADS1,3992
63347,hsa-miR-665,FBXW2,26190
63348,hsa-miR-665,FOSL2,2355
63349,hsa-miR-665,GABPB1,2553
63350,hsa-miR-665,GDE1,51573
63351,hsa-miR-665,GGCX,2677
63352,hsa-miR-665,GNG4,2786
63353,hsa-miR-665,GNL3L,54552
63354,hsa-miR-665,GNS,2799
63355,hsa-miR-665,GPR75,10936
63356,hsa-miR-665,GUF1,60558
63357,hsa-miR-665,GXYLT2,727936
63358,hsa-miR-665,HASPIN,83903
63359,hsa-miR-665,HOOK3,84376
63360,hsa-miR-665,HSPG2,3339
63361,hsa-miR-665,IAH1,285148
63362,hsa-miR-665,IGF1,3479
63363,hsa-miR-665,IKZF3,22806
63364,hsa-miR-665,IRAK4,51135
63365,hsa-miR-665,ITGA3,3675
63366,hsa-miR-665,ITPRIPL2,162073
63367,hsa-miR-665,KCNK6,9424
63368,hsa-miR-665,KIAA1551,55196
63369,hsa-miR-665,KIF21B,23046
63370,hsa-miR-665,KLF2,10365
63371,hsa-miR-665,KLLN,100144748
63372,hsa-miR-665,KREMEN1,83999
63373,hsa-miR-665,LHPP,64077
63374,hsa-miR-665,LIX1L,128077
63375,hsa-miR-665,LYRM4,57128
63376,hsa-miR-665,MAFK,7975
63377,hsa-miR-665,MAPK1IP1L,93487
63378,hsa-miR-665,MCF2L2,23101
63379,hsa-miR-665,MCM8,84515
63380,hsa-miR-665,MICA,100507436
63381,hsa-miR-665,MMAB,326625
63382,hsa-miR-665,MMACHC,25974
63383,hsa-miR-665,MPHOSPH8,54737
63384,hsa-miR-665,MRPS16,51021
63385,hsa-miR-665,MTFMT,123263
63386,hsa-miR-665,MTMR10,54893
63387,hsa-miR-665,MYADM,91663
63388,hsa-miR-665,NACC1,112939
63389,hsa-miR-665,NECAB3,63941
63390,hsa-miR-665,NEDD4L,23327
63391,hsa-miR-665,NKAP,79576
63392,hsa-miR-665,NKRF,55922
63393,hsa-miR-665,NPAP1,23742
63394,hsa-miR-665,NPR1,4881
63395,hsa-miR-665,NR2F6,2063
63396,hsa-miR-665,NRGN,4900
63397,hsa-miR-665,PCDHB16,57717
63398,hsa-miR-665,PDPN,10630
63399,hsa-miR-665,PFAS,5198
63400,hsa-miR-665,PGAM5,192111
63401,hsa-miR-665,PGPEP1,54858
63402,hsa-miR-665,PLEKHM1,9842
63403,hsa-miR-665,PMPCA,23203
63404,hsa-miR-665,POFUT2,23275
63405,hsa-miR-665,PPEF2,5470
63406,hsa-miR-665,PPP1R15B,84919
63407,hsa-miR-665,PRIM1,5557
63408,hsa-miR-665,RAB19,401409
63409,hsa-miR-665,RAB36,9609
63410,hsa-miR-665,RABAC1,10567
63411,hsa-miR-665,RAD21,5885
63412,hsa-miR-665,RGS9BP,388531
63413,hsa-miR-665,RHD,6007
63414,hsa-miR-665,RNF11,26994
63415,hsa-miR-665,RRM2,6241
63416,hsa-miR-665,RSRC1,51319
63417,hsa-miR-665,SIKE1,80143
63418,hsa-miR-665,SLC10A6,345274
63419,hsa-miR-665,SLC15A1,6564
63420,hsa-miR-665,SLC25A45,283130
63421,hsa-miR-665,SLC2A5,6518
63422,hsa-miR-665,SLC36A2,153201
63423,hsa-miR-665,SLFN12L,100506736
63424,hsa-miR-665,SLPI,6590
63425,hsa-miR-665,SMYD1,150572
63426,hsa-miR-665,SNAPC3,6619
63427,hsa-miR-665,SNX27,81609
63428,hsa-miR-665,SPTBN2,6712
63429,hsa-miR-665,SRP19,6728
63430,hsa-miR-665,STX6,10228
63431,hsa-miR-665,TAF8,129685
63432,hsa-miR-665,TBC1D13,54662
63433,hsa-miR-665,TBC1D19,55296
63434,hsa-miR-665,TBC1D24,57465
63435,hsa-miR-665,TBX20,57057
63436,hsa-miR-665,TERF2,7014
63437,hsa-miR-665,THAP1,55145
63438,hsa-miR-665,TIAL1,7073
63439,hsa-miR-665,TIMM8A,1678
63440,hsa-miR-665,TIPIN,54962
63441,hsa-miR-665,TMED10,10972
63442,hsa-miR-665,TMEM145,284339
63443,hsa-miR-665,TYRO3,7301
63444,hsa-miR-665,UGGT1,56886
63445,hsa-miR-665,VPS18,57617
63446,hsa-miR-665,VPS4A,27183
63447,hsa-miR-665,ZBTB7A,51341
63448,hsa-miR-665,ZBTB8OS,339487
63449,hsa-miR-665,ZFAND4,93550
63450,hsa-miR-665,ZNF100,163227
63451,hsa-miR-665,ZNF224,7767
63452,hsa-miR-665,ZNF431,170959
63453,hsa-miR-665,ZNF460,10794
63454,hsa-miR-665,ZNF556,80032
63455,hsa-miR-665,ZNF585B,92285
63456,hsa-miR-665,ZNF587,84914
63457,hsa-miR-665,ZNF589,51385
63458,hsa-miR-665,ZNF641,121274
63459,hsa-miR-665,ZNF665,79788
63460,hsa-miR-665,ZNF669,79862
63461,hsa-miR-665,ZNF681,148213
63462,hsa-miR-665,ZNF747,65988
63463,hsa-miR-665,ZNF749,388567
63464,hsa-miR-665,ZNF805,390980
63465,hsa-miR-668-3p,APOL6,80830
63466,hsa-miR-668-3p,BASP1,10409
63467,hsa-miR-668-3p,BTBD3,22903
63468,hsa-miR-668-3p,DHX33,56919
63469,hsa-miR-668-3p,MAPK1,5594
63470,hsa-miR-668-3p,MED28,80306
63471,hsa-miR-668-3p,PAG1,55824
63472,hsa-miR-668-3p,PVRIG,79037
63473,hsa-miR-668-3p,SIK1,150094
63474,hsa-miR-668-3p,TMEM120B,144404
63475,hsa-miR-668-5p,VPS51,738
63476,hsa-miR-670-3p,ADM,133
63477,hsa-miR-670-3p,ARID3A,1820
63478,hsa-miR-670-3p,ARPP19,10776
63479,hsa-miR-670-3p,BUD23,114049
63480,hsa-miR-670-3p,CAV1,857
63481,hsa-miR-670-3p,CCDC85C,317762
63482,hsa-miR-670-3p,ELP2,55250
63483,hsa-miR-670-3p,ENDOD1,23052
63484,hsa-miR-670-3p,FAM13C,220965
63485,hsa-miR-670-3p,GABRA5,2558
63486,hsa-miR-670-3p,LIMA1,51474
63487,hsa-miR-670-3p,MAT2A,4144
63488,hsa-miR-670-3p,MID1,4281
63489,hsa-miR-670-3p,PARD6B,84612
63490,hsa-miR-670-3p,PLCXD3,345557
63491,hsa-miR-670-3p,PLEKHS1,79949
63492,hsa-miR-670-3p,RORA,6095
63493,hsa-miR-670-3p,SNAPC3,6619
63494,hsa-miR-670-3p,SP1,6667
63495,hsa-miR-670-3p,SPIC,121599
63496,hsa-miR-670-3p,TBL1XR1,79718
63497,hsa-miR-670-3p,TGOLN2,10618
63498,hsa-miR-670-3p,TMEM106B,54664
63499,hsa-miR-670-3p,TMTC1,83857
63500,hsa-miR-670-3p,WNT4,54361
63501,hsa-miR-670-5p,APPBP2,10513
63502,hsa-miR-670-5p,BACE2,25825
63503,hsa-miR-670-5p,BTG2,7832
63504,hsa-miR-670-5p,G3BP2,9908
63505,hsa-miR-670-5p,GJB7,375519
63506,hsa-miR-670-5p,GOLGA8A,23015
63507,hsa-miR-670-5p,GOLGA8B,440270
63508,hsa-miR-670-5p,LINS1,55180
63509,hsa-miR-670-5p,MFSD9,84804
63510,hsa-miR-670-5p,NFAM1,150372
63511,hsa-miR-670-5p,NUP37,79023
63512,hsa-miR-670-5p,PROX1,5629
63513,hsa-miR-670-5p,REST,5978
63514,hsa-miR-670-5p,SCARB2,950
63515,hsa-miR-670-5p,SEMA4C,54910
63516,hsa-miR-670-5p,SIX1,6495
63517,hsa-miR-670-5p,SPATA5,166378
63518,hsa-miR-670-5p,TOR2A,27433
63519,hsa-miR-670-5p,ZNF354B,117608
63520,hsa-miR-670-5p,ZSWIM6,57688
63521,hsa-miR-671-3p,SORCS2,57537
63522,hsa-miR-671-5p,ACTR2,10097
63523,hsa-miR-671-5p,BAZ2A,11176
63524,hsa-miR-671-5p,BCL2L13,23786
63525,hsa-miR-671-5p,CBX4,8535
63526,hsa-miR-671-5p,CDR1,1038
63527,hsa-miR-671-5p,CRTC3,64784
63528,hsa-miR-671-5p,DDX39B,7919
63529,hsa-miR-671-5p,FOXM1,2305
63530,hsa-miR-671-5p,HIST1H3J,8356
63531,hsa-miR-671-5p,HNRNPUL1,11100
63532,hsa-miR-671-5p,LGALS3BP,3959
63533,hsa-miR-671-5p,M6PR,4074
63534,hsa-miR-671-5p,MAFK,7975
63535,hsa-miR-671-5p,MCTS1,28985
63536,hsa-miR-671-5p,MINK1,50488
63537,hsa-miR-671-5p,OGT,8473
63538,hsa-miR-671-5p,PLAGL2,5326
63539,hsa-miR-671-5p,PODXL,5420
63540,hsa-miR-671-5p,PTBP1,5725
63541,hsa-miR-671-5p,R3HDM2,22864
63542,hsa-miR-671-5p,SCUBE1,80274
63543,hsa-miR-671-5p,SLC7A1,6541
63544,hsa-miR-671-5p,SREBF1,6720
63545,hsa-miR-671-5p,TAF8,129685
63546,hsa-miR-671-5p,TRIM2,23321
63547,hsa-miR-671-5p,VAV3,10451
63548,hsa-miR-671-5p,XPO4,64328
63549,hsa-miR-671-5p,ZNF224,7767
63550,hsa-miR-671-5p,ZNF646,9726
63551,hsa-miR-6715a-3p,CPA4,51200
63552,hsa-miR-6715a-3p,DTX4,23220
63553,hsa-miR-6715a-3p,EDEM1,9695
63554,hsa-miR-6715a-3p,GCM1,8521
63555,hsa-miR-6715a-3p,KCNMB1,3779
63556,hsa-miR-6715a-3p,KLHL42,57542
63557,hsa-miR-6715a-3p,KPNA2,3838
63558,hsa-miR-6715a-3p,MARCH9,92979
63559,hsa-miR-6715a-3p,RAD21,5885
63560,hsa-miR-6715a-3p,SPRY3,10251
63561,hsa-miR-6715a-3p,ZNF264,9422
63562,hsa-miR-6715b-3p,CRISP1,167
63563,hsa-miR-6715b-3p,DTX4,23220
63564,hsa-miR-6715b-3p,GCM1,8521
63565,hsa-miR-6715b-3p,GPX6,257202
63566,hsa-miR-6715b-3p,KCNMB1,3779
63567,hsa-miR-6715b-3p,KLHL42,57542
63568,hsa-miR-6715b-3p,MARCH9,92979
63569,hsa-miR-6715b-3p,MXI1,4601
63570,hsa-miR-6715b-3p,RAN,5901
63571,hsa-miR-6715b-3p,SPRY3,10251
63572,hsa-miR-6715b-3p,TNRC6A,27327
63573,hsa-miR-6715b-3p,ZNF264,9422
63574,hsa-miR-6715b-5p,AHCY,191
63575,hsa-miR-6715b-5p,B4GALNT4,338707
63576,hsa-miR-6715b-5p,BBS5,129880
63577,hsa-miR-6715b-5p,CLIC4,25932
63578,hsa-miR-6715b-5p,FDFT1,2222
63579,hsa-miR-6715b-5p,INTU,27152
63580,hsa-miR-6715b-5p,MVB12B,89853
63581,hsa-miR-6715b-5p,PER1,5187
63582,hsa-miR-6715b-5p,PLCE1,51196
63583,hsa-miR-6715b-5p,PPARGC1B,133522
63584,hsa-miR-6715b-5p,RMI1,80010
63585,hsa-miR-6715b-5p,RPL7L1,285855
63586,hsa-miR-6715b-5p,RRP36,88745
63587,hsa-miR-6715b-5p,SAMD4A,23034
63588,hsa-miR-6715b-5p,TMEM132C,92293
63589,hsa-miR-6715b-5p,TMEM214,54867
63590,hsa-miR-6715b-5p,UNC5B,219699
63591,hsa-miR-6715b-5p,XRCC6,2547
63592,hsa-miR-6715b-5p,ZIC5,85416
63593,hsa-miR-6716-5p,CECR2,27443
63594,hsa-miR-6716-5p,CNTLN,54875
63595,hsa-miR-6716-5p,DDX19B,11269
63596,hsa-miR-6716-5p,HSP90AB1,3326
63597,hsa-miR-6716-5p,IRAK4,51135
63598,hsa-miR-6716-5p,NAA25,80018
63599,hsa-miR-6716-5p,NUP50,10762
63600,hsa-miR-6716-5p,QRFPR,84109
63601,hsa-miR-6716-5p,RNF111,54778
63602,hsa-miR-6716-5p,RPS27A,6233
63603,hsa-miR-6716-5p,TMEM145,284339
63604,hsa-miR-6716-5p,TMEM189,387521
63605,hsa-miR-6716-5p,TMEM189-UBE2V1,387522
63606,hsa-miR-6716-5p,UBE2V1,7335
63607,hsa-miR-6717-5p,BUB1,699
63608,hsa-miR-6717-5p,FN3K,64122
63609,hsa-miR-6717-5p,MUC17,140453
63610,hsa-miR-6717-5p,PLCG2,5336
63611,hsa-miR-6717-5p,RPL13A,23521
63612,hsa-miR-6717-5p,RPL41,6171
63613,hsa-miR-6718-5p,HIST2H4A,8370
63614,hsa-miR-6718-5p,HIST2H4B,554313
63615,hsa-miR-6718-5p,LYRM2,57226
63616,hsa-miR-6718-5p,NDUFA12,55967
63617,hsa-miR-6718-5p,NLGN4X,57502
63618,hsa-miR-6718-5p,SEPT2,4735
63619,hsa-miR-6719-3p,CAMK2N1,55450
63620,hsa-miR-6719-3p,RPS4X,6191
63621,hsa-miR-6719-3p,SPATA5,166378
63622,hsa-miR-6719-3p,ZNF776,284309
63623,hsa-miR-6720-3p,MAPK8IP3,23162
63624,hsa-miR-6720-3p,METTL21A,151194
63625,hsa-miR-6720-5p,AAED1,195827
63626,hsa-miR-6720-5p,ABCF3,55324
63627,hsa-miR-6720-5p,AFF3,3899
63628,hsa-miR-6720-5p,ANGPT4,51378
63629,hsa-miR-6720-5p,AP3S2,10239
63630,hsa-miR-6720-5p,APOC3,345
63631,hsa-miR-6720-5p,ATL2,64225
63632,hsa-miR-6720-5p,ATP8B3,148229
63633,hsa-miR-6720-5p,BMP3,651
63634,hsa-miR-6720-5p,C15orf38-AP3S2,100526783
63635,hsa-miR-6720-5p,C3,718
63636,hsa-miR-6720-5p,CD209,30835
63637,hsa-miR-6720-5p,CEP104,9731
63638,hsa-miR-6720-5p,CHAF1B,8208
63639,hsa-miR-6720-5p,COX18,285521
63640,hsa-miR-6720-5p,CRLF3,51379
63641,hsa-miR-6720-5p,DEFB105A,245908
63642,hsa-miR-6720-5p,DEFB105B,504180
63643,hsa-miR-6720-5p,DMKN,93099
63644,hsa-miR-6720-5p,EHD4,30844
63645,hsa-miR-6720-5p,ELOVL6,79071
63646,hsa-miR-6720-5p,EMC1,23065
63647,hsa-miR-6720-5p,ERCC1,2067
63648,hsa-miR-6720-5p,FAM234B,57613
63649,hsa-miR-6720-5p,FHL2,2274
63650,hsa-miR-6720-5p,FUS,2521
63651,hsa-miR-6720-5p,FUT1,2523
63652,hsa-miR-6720-5p,GATA6,2627
63653,hsa-miR-6720-5p,GTF2B,2959
63654,hsa-miR-6720-5p,HES4,57801
63655,hsa-miR-6720-5p,HES7,84667
63656,hsa-miR-6720-5p,HIF1AN,55662
63657,hsa-miR-6720-5p,HMX2,3167
63658,hsa-miR-6720-5p,HSD17B12,51144
63659,hsa-miR-6720-5p,IKZF3,22806
63660,hsa-miR-6720-5p,KNSTRN,90417
63661,hsa-miR-6720-5p,LAX1,54900
63662,hsa-miR-6720-5p,LETM1,3954
63663,hsa-miR-6720-5p,LIX1L,128077
63664,hsa-miR-6720-5p,LYRM4,57128
63665,hsa-miR-6720-5p,MAGI3,260425
63666,hsa-miR-6720-5p,MAPK1,5594
63667,hsa-miR-6720-5p,METTL2B,55798
63668,hsa-miR-6720-5p,MMAB,326625
63669,hsa-miR-6720-5p,MNX1,3110
63670,hsa-miR-6720-5p,MRPS10,55173
63671,hsa-miR-6720-5p,MTX3,345778
63672,hsa-miR-6720-5p,MYLK3,91807
63673,hsa-miR-6720-5p,NDUFC2,4718
63674,hsa-miR-6720-5p,NR2F6,2063
63675,hsa-miR-6720-5p,NUPL2,11097
63676,hsa-miR-6720-5p,OCIAD2,132299
63677,hsa-miR-6720-5p,OR51E2,81285
63678,hsa-miR-6720-5p,ORC1,4998
63679,hsa-miR-6720-5p,PCNP,57092
63680,hsa-miR-6720-5p,PDCL3,79031
63681,hsa-miR-6720-5p,PLXNA3,55558
63682,hsa-miR-6720-5p,POLR3K,51728
63683,hsa-miR-6720-5p,PON1,5444
63684,hsa-miR-6720-5p,POU2F3,25833
63685,hsa-miR-6720-5p,PPIL4,85313
63686,hsa-miR-6720-5p,PPM1F,9647
63687,hsa-miR-6720-5p,PRMT7,54496
63688,hsa-miR-6720-5p,PRRG4,79056
63689,hsa-miR-6720-5p,PTK6,5753
63690,hsa-miR-6720-5p,RAB11FIP1,80223
63691,hsa-miR-6720-5p,RASSF9,9182
63692,hsa-miR-6720-5p,REXO2,25996
63693,hsa-miR-6720-5p,RNF115,27246
63694,hsa-miR-6720-5p,SALL1,6299
63695,hsa-miR-6720-5p,SEPHS1,22929
63696,hsa-miR-6720-5p,SF3A1,10291
63697,hsa-miR-6720-5p,SLC24A4,123041
63698,hsa-miR-6720-5p,SMG1,23049
63699,hsa-miR-6720-5p,SSTR2,6752
63700,hsa-miR-6720-5p,STK10,6793
63701,hsa-miR-6720-5p,STMP1,647087
63702,hsa-miR-6720-5p,SYNJ2BP,55333
63703,hsa-miR-6720-5p,TBCCD1,55171
63704,hsa-miR-6720-5p,TIMM29,90580
63705,hsa-miR-6720-5p,TMED4,222068
63706,hsa-miR-6720-5p,TMEM184C,55751
63707,hsa-miR-6720-5p,TMEM239,100288797
63708,hsa-miR-6720-5p,TMEM65,157378
63709,hsa-miR-6720-5p,TRAPPC2,6399
63710,hsa-miR-6720-5p,TRIM16L,147166
63711,hsa-miR-6720-5p,TUFT1,7286
63712,hsa-miR-6720-5p,TXNDC16,57544
63713,hsa-miR-6720-5p,UBALD2,283991
63714,hsa-miR-6720-5p,UGDH,7358
63715,hsa-miR-6720-5p,USP1,7398
63716,hsa-miR-6720-5p,WDR12,55759
63717,hsa-miR-6720-5p,WT1,7490
63718,hsa-miR-6720-5p,XRCC2,7516
63719,hsa-miR-6720-5p,ZBTB8B,728116
63720,hsa-miR-6720-5p,ZNF234,10780
63721,hsa-miR-6720-5p,ZNF286A,57335
63722,hsa-miR-6720-5p,ZNF43,7594
63723,hsa-miR-6720-5p,ZNF460,10794
63724,hsa-miR-6720-5p,ZNF695,57116
63725,hsa-miR-6721-5p,B4GALNT4,338707
63726,hsa-miR-6721-5p,BRSK2,9024
63727,hsa-miR-6721-5p,C20orf27,54976
63728,hsa-miR-6721-5p,CASKIN1,57524
