,miRNA,Target Gene,Target Gene (Entrez Gene ID)
5543,mmu-miR-466j,Elovl6,170439
5544,mmu-miR-466j,Foxk1,17425
5545,mmu-miR-466j,Gm4841,225594
5546,mmu-miR-466j,Igf2,16002
5547,mmu-miR-466j,Itga9,104099
5548,mmu-miR-466j,Lcp2,16822
5549,mmu-miR-466j,Magee2,272790
5550,mmu-miR-466j,Mbnl3,171170
5551,mmu-miR-466j,Mfsd4b5,215928
5552,mmu-miR-466j,Nab1,17936
5553,mmu-miR-466j,Neurod2,18013
5554,mmu-miR-466j,Pgm5,226041
5555,mmu-miR-466j,Ptpre,19267
5556,mmu-miR-466j,Rasal2,226525
5557,mmu-miR-466j,Sim1,20464
5558,mmu-miR-466j,Slc1a2,20511
5559,mmu-miR-466j,Slc6a17,229706
5560,mmu-miR-466j,Tns4,217169
5561,mmu-miR-466j,Trp53i11,277414
5562,mmu-miR-466j,Ubtf,21429
5563,mmu-miR-466j,Wrn,22427
5564,mmu-miR-466j,Zfp248,72720
5565,mmu-miR-466j,Zfp488,382867
5566,mmu-miR-466j,Zfp92,22754
5567,mmu-miR-466k,Ackr4,252837
5568,mmu-miR-466k,Acot2,171210
5569,mmu-miR-466k,Acsm2,233799
5570,mmu-miR-466k,Adamts14,237360
5571,mmu-miR-466k,Adgra1,52389
5572,mmu-miR-466k,Adra1b,11548
5573,mmu-miR-466k,Akap10,56697
5574,mmu-miR-466k,Aptx,66408
5575,mmu-miR-466k,Ascl4,67341
5576,mmu-miR-466k,Atp2b3,320707
5577,mmu-miR-466k,B4galt6,56386
5578,mmu-miR-466k,Bcl2,12043
5579,mmu-miR-466k,Camk1d,227541
5580,mmu-miR-466k,Car10,72605
5581,mmu-miR-466k,Casc4,319996
5582,mmu-miR-466k,Casp8,12370
5583,mmu-miR-466k,Cd1d1,12479
5584,mmu-miR-466k,Cd33,12489
5585,mmu-miR-466k,Chst2,54371
5586,mmu-miR-466k,Clec7a,56644
5587,mmu-miR-466k,Cnih3,72978
5588,mmu-miR-466k,Cntn3,18488
5589,mmu-miR-466k,Cox15,226139
5590,mmu-miR-466k,Cxcl15,20309
5591,mmu-miR-466k,D630045J12Rik,330286
5592,mmu-miR-466k,Dgkg,110197
5593,mmu-miR-466k,Dhdh,71755
5594,mmu-miR-466k,Dhfr,13361
5595,mmu-miR-466k,Dmd,13405
5596,mmu-miR-466k,Dnaaf5,433956
5597,mmu-miR-466k,Dnase1l3,13421
5598,mmu-miR-466k,Draxin,70433
5599,mmu-miR-466k,Ebf3,13593
5600,mmu-miR-466k,Egfl6,54156
5601,mmu-miR-466k,Elovl6,170439
5602,mmu-miR-466k,Eogt,101351
5603,mmu-miR-466k,Fam107a,268709
5604,mmu-miR-466k,Fam198a,245050
5605,mmu-miR-466k,Fam213a,70564
5606,mmu-miR-466k,Fbxl17,50758
5607,mmu-miR-466k,Flrt1,396184
5608,mmu-miR-466k,Foxk1,17425
5609,mmu-miR-466k,Gdpgp1,269952
5610,mmu-miR-466k,Gm4841,225594
5611,mmu-miR-466k,Gna13,14674
5612,mmu-miR-466k,Grasp,56149
5613,mmu-miR-466k,Grik3,14807
5614,mmu-miR-466k,Hoxc8,15426
5615,mmu-miR-466k,Iffo2,212632
5616,mmu-miR-466k,Ifi44,99899
5617,mmu-miR-466k,Igf2,16002
5618,mmu-miR-466k,Igsf11,207683
5619,mmu-miR-466k,Il18r1,16182
5620,mmu-miR-466k,Insig2,72999
5621,mmu-miR-466k,Itga11,319480
5622,mmu-miR-466k,Itga9,104099
5623,mmu-miR-466k,Jarid2,16468
5624,mmu-miR-466k,Kcnc1,16502
5625,mmu-miR-466k,Kcnip3,56461
5626,mmu-miR-466k,Kif1a,16560
5627,mmu-miR-466k,L1cam,16728
5628,mmu-miR-466k,Lcp2,16822
5629,mmu-miR-466k,Lhx6,16874
5630,mmu-miR-466k,Lpp,210126
5631,mmu-miR-466k,Lrrc61,243371
5632,mmu-miR-466k,Lrrn4cl,68852
5633,mmu-miR-466k,Ly96,17087
5634,mmu-miR-466k,Mafb,16658
5635,mmu-miR-466k,Magee2,272790
5636,mmu-miR-466k,Man2a2,140481
5637,mmu-miR-466k,Mapkbp1,26390
5638,mmu-miR-466k,Mbnl3,171170
5639,mmu-miR-466k,Mcidas,622408
5640,mmu-miR-466k,Micall1,27008
5641,mmu-miR-466k,Mocs1,56738
5642,mmu-miR-466k,Mon1b,270096
5643,mmu-miR-466k,Mrgpre,244238
5644,mmu-miR-466k,Nab1,17936
5645,mmu-miR-466k,Nab2,17937
5646,mmu-miR-466k,Napb,17957
5647,mmu-miR-466k,Nbeal1,269198
5648,mmu-miR-466k,Ncam1,17967
5649,mmu-miR-466k,Ncan,13004
5650,mmu-miR-466k,Neurod2,18013
5651,mmu-miR-466k,Nfat5,54446
5652,mmu-miR-466k,Nkx2-9,18094
5653,mmu-miR-466k,Nmnat2,226518
5654,mmu-miR-466k,Nr4a2,18227
5655,mmu-miR-466k,Nrbp2,223649
5656,mmu-miR-466k,Palm2,242481
5657,mmu-miR-466k,Pcdh17,219228
5658,mmu-miR-466k,Pgm5,226041
5659,mmu-miR-466k,Phactr3,74189
5660,mmu-miR-466k,Pik3r5,320207
5661,mmu-miR-466k,Pirt,193003
5662,mmu-miR-466k,Plcb1,18795
5663,mmu-miR-466k,Pld5,319455
5664,mmu-miR-466k,Podn,242608
5665,mmu-miR-466k,Ppp1r16b,228852
5666,mmu-miR-466k,Prelid3a,225655
5667,mmu-miR-466k,Prex2,109294
5668,mmu-miR-466k,Prrc2b,227723
5669,mmu-miR-466k,Psd2,74002
5670,mmu-miR-466k,Psd3,234353
5671,mmu-miR-466k,Ptprb,19263
5672,mmu-miR-466k,Ptpre,19267
5673,mmu-miR-466k,Rab11fip1,75767
5674,mmu-miR-466k,Rab3c,67295
5675,mmu-miR-466k,Rab9b,319642
5676,mmu-miR-466k,Rasal2,226525
5677,mmu-miR-466k,Rassf2,215653
5678,mmu-miR-466k,Reps2,194590
5679,mmu-miR-466k,Rorb,225998
5680,mmu-miR-466k,Runx1,12394
5681,mmu-miR-466k,Runx1t1,12395
5682,mmu-miR-466k,Saa4,20211
5683,mmu-miR-466k,Samd7,75953
5684,mmu-miR-466k,Scd3,30049
5685,mmu-miR-466k,Sfrp1,20377
5686,mmu-miR-466k,Shisa6,380702
5687,mmu-miR-466k,Shroom3,27428
5688,mmu-miR-466k,Sike1,66641
5689,mmu-miR-466k,Sim1,20464
5690,mmu-miR-466k,Slc1a2,20511
5691,mmu-miR-466k,Slc22a8,19879
5692,mmu-miR-466k,Slc25a21,217593
5693,mmu-miR-466k,Slc31a2,20530
5694,mmu-miR-466k,Slc39a14,213053
5695,mmu-miR-466k,Slc6a17,229706
5696,mmu-miR-466k,Slc7a1,11987
5697,mmu-miR-466k,Slc8a3,110893
5698,mmu-miR-466k,Smarca2,67155
5699,mmu-miR-466k,Snai2,20583
5700,mmu-miR-466k,Snap25,20614
5701,mmu-miR-466k,Sox1,20664
5702,mmu-miR-466k,Sp9,381373
5703,mmu-miR-466k,Ssr1,107513
5704,mmu-miR-466k,Steap2,74051
5705,mmu-miR-466k,Stk10,20868
5706,mmu-miR-466k,Tbx15,21384
5707,mmu-miR-466k,Tfap2b,21419
5708,mmu-miR-466k,Tgfb2,21808
5709,mmu-miR-466k,Tmco1,68944
5710,mmu-miR-466k,Tmem151b,210573
5711,mmu-miR-466k,Tmem236,625286
5712,mmu-miR-466k,Tmod2,50876
5713,mmu-miR-466k,Tns4,217169
5714,mmu-miR-466k,Trp53i11,277414
5715,mmu-miR-466k,Tspan18,241556
5716,mmu-miR-466k,Tyw3,209584
5717,mmu-miR-466k,Ubtf,21429
5718,mmu-miR-466k,Unc13b,22249
5719,mmu-miR-466k,Unc5d,210801
5720,mmu-miR-466k,Uncx,22255
5721,mmu-miR-466k,Vps33b,233405
5722,mmu-miR-466k,Vps37a,52348
5723,mmu-miR-466k,Wars2,70560
5724,mmu-miR-466k,Wrn,22427
5725,mmu-miR-466k,Xk,22439
5726,mmu-miR-466k,Xpr1,19775
5727,mmu-miR-466k,Zeb2,24136
5728,mmu-miR-466k,Zfand2a,100494
5729,mmu-miR-466k,Zfhx3,11906
5730,mmu-miR-466k,Zfp248,72720
5731,mmu-miR-466k,Zfp329,67230
5732,mmu-miR-466k,Zfp39,22698
5733,mmu-miR-466k,Zfp488,382867
5734,mmu-miR-466k,Zfp641,239652
5735,mmu-miR-466k,Zfp92,22754
5736,mmu-miR-466k,Znrf3,407821
5737,mmu-miR-466k,Zscan29,99334
5738,mmu-miR-466l-3p,Anln,68743
5739,mmu-miR-466l-3p,Gas2l3,237436
5740,mmu-miR-466l-3p,Gmeb1,56809
5741,mmu-miR-466l-3p,Ifna1,15962
5742,mmu-miR-466l-3p,Il10,16153
5743,mmu-miR-466l-3p,Lhx6,16874
5744,mmu-miR-466l-3p,March5,69104
5745,mmu-miR-466l-3p,Nrp2,18187
5746,mmu-miR-466l-3p,Paxbp1,67367
5747,mmu-miR-466l-3p,Suz12,52615
5748,mmu-miR-466l-3p,Zfp113,56314
5749,mmu-miR-466l-5p,Ackr4,252837
5750,mmu-miR-466l-5p,Acot2,171210
5751,mmu-miR-466l-5p,Acsm2,233799
5752,mmu-miR-466l-5p,Adamts14,237360
5753,mmu-miR-466l-5p,Adgra1,52389
5754,mmu-miR-466l-5p,Adra1b,11548
5755,mmu-miR-466l-5p,Akap10,56697
5756,mmu-miR-466l-5p,Aptx,66408
5757,mmu-miR-466l-5p,Ascl4,67341
5758,mmu-miR-466l-5p,Atp2b3,320707
5759,mmu-miR-466l-5p,Camk1d,227541
5760,mmu-miR-466l-5p,Car10,72605
5761,mmu-miR-466l-5p,Casc4,319996
5762,mmu-miR-466l-5p,Casp8,12370
5763,mmu-miR-466l-5p,Cd1d1,12479
5764,mmu-miR-466l-5p,Cd33,12489
5765,mmu-miR-466l-5p,Chst2,54371
5766,mmu-miR-466l-5p,Clec7a,56644
5767,mmu-miR-466l-5p,Cnih3,72978
5768,mmu-miR-466l-5p,Cntn3,18488
5769,mmu-miR-466l-5p,Cox15,226139
5770,mmu-miR-466l-5p,Cxcl15,20309
5771,mmu-miR-466l-5p,D630045J12Rik,330286
5772,mmu-miR-466l-5p,Dgkg,110197
5773,mmu-miR-466l-5p,Dhdh,71755
5774,mmu-miR-466l-5p,Dhfr,13361
5775,mmu-miR-466l-5p,Dmd,13405
5776,mmu-miR-466l-5p,Dnaaf5,433956
5777,mmu-miR-466l-5p,Dnase1l3,13421
5778,mmu-miR-466l-5p,Draxin,70433
5779,mmu-miR-466l-5p,Ebf3,13593
5780,mmu-miR-466l-5p,Egfl6,54156
5781,mmu-miR-466l-5p,Elovl6,170439
5782,mmu-miR-466l-5p,Eogt,101351
5783,mmu-miR-466l-5p,Fam107a,268709
5784,mmu-miR-466l-5p,Fam198a,245050
5785,mmu-miR-466l-5p,Fam213a,70564
5786,mmu-miR-466l-5p,Fbxl17,50758
5787,mmu-miR-466l-5p,Flrt1,396184
5788,mmu-miR-466l-5p,Foxk1,17425
5789,mmu-miR-466l-5p,Gdpgp1,269952
5790,mmu-miR-466l-5p,Gm4841,225594
5791,mmu-miR-466l-5p,Gna13,14674
5792,mmu-miR-466l-5p,Grasp,56149
5793,mmu-miR-466l-5p,Grik3,14807
5794,mmu-miR-466l-5p,Hoxc8,15426
5795,mmu-miR-466l-5p,Iffo2,212632
5796,mmu-miR-466l-5p,Ifi44,99899
5797,mmu-miR-466l-5p,Igf2,16002
5798,mmu-miR-466l-5p,Igsf11,207683
5799,mmu-miR-466l-5p,Il18r1,16182
5800,mmu-miR-466l-5p,Insig2,72999
5801,mmu-miR-466l-5p,Itga11,319480
5802,mmu-miR-466l-5p,Itga9,104099
5803,mmu-miR-466l-5p,Jarid2,16468
5804,mmu-miR-466l-5p,Kcnc1,16502
5805,mmu-miR-466l-5p,Kcnip3,56461
5806,mmu-miR-466l-5p,Kif1a,16560
5807,mmu-miR-466l-5p,L1cam,16728
5808,mmu-miR-466l-5p,Lcp2,16822
5809,mmu-miR-466l-5p,Lhx6,16874
5810,mmu-miR-466l-5p,Lpp,210126
5811,mmu-miR-466l-5p,Lrrc61,243371
5812,mmu-miR-466l-5p,Lrrn4cl,68852
5813,mmu-miR-466l-5p,Ly96,17087
5814,mmu-miR-466l-5p,Mafb,16658
5815,mmu-miR-466l-5p,Magee2,272790
5816,mmu-miR-466l-5p,Man2a2,140481
5817,mmu-miR-466l-5p,Mapkbp1,26390
5818,mmu-miR-466l-5p,Mbnl3,171170
5819,mmu-miR-466l-5p,Mcidas,622408
5820,mmu-miR-466l-5p,Micall1,27008
5821,mmu-miR-466l-5p,Mocs1,56738
5822,mmu-miR-466l-5p,Mon1b,270096
5823,mmu-miR-466l-5p,Mrgpre,244238
5824,mmu-miR-466l-5p,Nab1,17936
5825,mmu-miR-466l-5p,Nab2,17937
5826,mmu-miR-466l-5p,Napb,17957
5827,mmu-miR-466l-5p,Nbeal1,269198
5828,mmu-miR-466l-5p,Ncan,13004
5829,mmu-miR-466l-5p,Neurod2,18013
5830,mmu-miR-466l-5p,Nfat5,54446
5831,mmu-miR-466l-5p,Nkx2-9,18094
5832,mmu-miR-466l-5p,Nmnat2,226518
5833,mmu-miR-466l-5p,Nr4a2,18227
5834,mmu-miR-466l-5p,Nrbp2,223649
5835,mmu-miR-466l-5p,Pcdh17,219228
5836,mmu-miR-466l-5p,Pgm5,226041
5837,mmu-miR-466l-5p,Phactr3,74189
5838,mmu-miR-466l-5p,Pik3r5,320207
5839,mmu-miR-466l-5p,Pirt,193003
5840,mmu-miR-466l-5p,Plcb1,18795
5841,mmu-miR-466l-5p,Pld5,319455
5842,mmu-miR-466l-5p,Podn,242608
5843,mmu-miR-466l-5p,Ppp1r16b,228852
5844,mmu-miR-466l-5p,Prelid3a,225655
5845,mmu-miR-466l-5p,Prex2,109294
5846,mmu-miR-466l-5p,Prrc2b,227723
5847,mmu-miR-466l-5p,Psd2,74002
5848,mmu-miR-466l-5p,Psd3,234353
5849,mmu-miR-466l-5p,Ptpre,19267
5850,mmu-miR-466l-5p,Rab11fip1,75767
5851,mmu-miR-466l-5p,Rab3c,67295
5852,mmu-miR-466l-5p,Rab9b,319642
5853,mmu-miR-466l-5p,Rassf2,215653
5854,mmu-miR-466l-5p,Reps2,194590
5855,mmu-miR-466l-5p,Rorb,225998
5856,mmu-miR-466l-5p,Runx1,12394
5857,mmu-miR-466l-5p,Runx1t1,12395
5858,mmu-miR-466l-5p,Saa4,20211
5859,mmu-miR-466l-5p,Samd7,75953
5860,mmu-miR-466l-5p,Scd3,30049
5861,mmu-miR-466l-5p,Sfrp1,20377
5862,mmu-miR-466l-5p,Shisa6,380702
5863,mmu-miR-466l-5p,Shroom3,27428
5864,mmu-miR-466l-5p,Sike1,66641
5865,mmu-miR-466l-5p,Sim1,20464
5866,mmu-miR-466l-5p,Slc1a2,20511
5867,mmu-miR-466l-5p,Slc22a8,19879
5868,mmu-miR-466l-5p,Slc25a21,217593
5869,mmu-miR-466l-5p,Slc31a2,20530
5870,mmu-miR-466l-5p,Slc39a14,213053
5871,mmu-miR-466l-5p,Slc6a17,229706
5872,mmu-miR-466l-5p,Slc7a1,11987
5873,mmu-miR-466l-5p,Slc8a3,110893
5874,mmu-miR-466l-5p,Smarca2,67155
5875,mmu-miR-466l-5p,Snai2,20583
5876,mmu-miR-466l-5p,Snap25,20614
5877,mmu-miR-466l-5p,Sox1,20664
5878,mmu-miR-466l-5p,Sp9,381373
5879,mmu-miR-466l-5p,Ssr1,107513
5880,mmu-miR-466l-5p,Steap2,74051
5881,mmu-miR-466l-5p,Stk10,20868
5882,mmu-miR-466l-5p,Tbx15,21384
5883,mmu-miR-466l-5p,Tfap2b,21419
5884,mmu-miR-466l-5p,Tgfb2,21808
5885,mmu-miR-466l-5p,Tmco1,68944
5886,mmu-miR-466l-5p,Tmem151b,210573
5887,mmu-miR-466l-5p,Tmem236,625286
5888,mmu-miR-466l-5p,Tmod2,50876
5889,mmu-miR-466l-5p,Tns4,217169
5890,mmu-miR-466l-5p,Trp53i11,277414
5891,mmu-miR-466l-5p,Tspan18,241556
5892,mmu-miR-466l-5p,Tyw3,209584
5893,mmu-miR-466l-5p,Ubtf,21429
5894,mmu-miR-466l-5p,Unc13b,22249
5895,mmu-miR-466l-5p,Unc5d,210801
5896,mmu-miR-466l-5p,Uncx,22255
5897,mmu-miR-466l-5p,Vps33b,233405
5898,mmu-miR-466l-5p,Vps37a,52348
5899,mmu-miR-466l-5p,Wars2,70560
5900,mmu-miR-466l-5p,Wrn,22427
5901,mmu-miR-466l-5p,Xk,22439
5902,mmu-miR-466l-5p,Xpr1,19775
5903,mmu-miR-466l-5p,Zeb2,24136
5904,mmu-miR-466l-5p,Zfand2a,100494
5905,mmu-miR-466l-5p,Zfhx3,11906
5906,mmu-miR-466l-5p,Zfp248,72720
5907,mmu-miR-466l-5p,Zfp329,67230
5908,mmu-miR-466l-5p,Zfp39,22698
5909,mmu-miR-466l-5p,Zfp488,382867
5910,mmu-miR-466l-5p,Zfp92,22754
5911,mmu-miR-466l-5p,Znrf3,407821
5912,mmu-miR-466l-5p,Zscan29,99334
5913,mmu-miR-466m-3p,Acot11,329910
5914,mmu-miR-466m-3p,Adam19,11492
5915,mmu-miR-466m-3p,Ankle1,234396
5916,mmu-miR-466m-3p,Anln,68743
5917,mmu-miR-466m-3p,Arf3,11842
5918,mmu-miR-466m-3p,Arl14epl,381142
5919,mmu-miR-466m-3p,Armc2,213402
5920,mmu-miR-466m-3p,Atf2,11909
5921,mmu-miR-466m-3p,Azi2,27215
5922,mmu-miR-466m-3p,Bbc3,170770
5923,mmu-miR-466m-3p,Bcl2l15,229672
5924,mmu-miR-466m-3p,Bsn,12217
5925,mmu-miR-466m-3p,C2cd4c,237397
5926,mmu-miR-466m-3p,Cep170b,217882
5927,mmu-miR-466m-3p,Chek1,12649
5928,mmu-miR-466m-3p,Cnr1,12801
5929,mmu-miR-466m-3p,Ctif,269037
5930,mmu-miR-466m-3p,Cytip,227929
5931,mmu-miR-466m-3p,Diaph2,54004
5932,mmu-miR-466m-3p,Diras2,68203
5933,mmu-miR-466m-3p,Dusp18,75219
5934,mmu-miR-466m-3p,Epha4,13838
5935,mmu-miR-466m-3p,Erc1,111173
5936,mmu-miR-466m-3p,Fam107a,268709
5937,mmu-miR-466m-3p,Fam160b2,239170
5938,mmu-miR-466m-3p,Fam168b,214469
5939,mmu-miR-466m-3p,Fam169b,434197
5940,mmu-miR-466m-3p,Fam214b,230088
5941,mmu-miR-466m-3p,Fbxl14,101358
5942,mmu-miR-466m-3p,Fnbp1,14269
5943,mmu-miR-466m-3p,Fndc3a,319448
5944,mmu-miR-466m-3p,Foxn3,71375
5945,mmu-miR-466m-3p,Fus,233908
5946,mmu-miR-466m-3p,Gmeb1,56809
5947,mmu-miR-466m-3p,Grik3,14807
5948,mmu-miR-466m-3p,Gxylt1,223827
5949,mmu-miR-466m-3p,Haus2,66296
5950,mmu-miR-466m-3p,Hk2,15277
5951,mmu-miR-466m-3p,Ido2,209176
5952,mmu-miR-466m-3p,Ifitm7,74482
5953,mmu-miR-466m-3p,Jag2,16450
5954,mmu-miR-466m-3p,Kctd11,216858
5955,mmu-miR-466m-3p,Kif1b,16561
5956,mmu-miR-466m-3p,Klhl21,242785
5957,mmu-miR-466m-3p,Klra2,16633
5958,mmu-miR-466m-3p,Lhfpl4,269788
5959,mmu-miR-466m-3p,Lin28b,380669
5960,mmu-miR-466m-3p,Lonrf1,244421
5961,mmu-miR-466m-3p,Lzts3,241638
5962,mmu-miR-466m-3p,Mast3,546071
5963,mmu-miR-466m-3p,Mfsd4b5,215928
5964,mmu-miR-466m-3p,Mmp12,17381
5965,mmu-miR-466m-3p,Mrps24,64660
5966,mmu-miR-466m-3p,Ms4a4c,64380
5967,mmu-miR-466m-3p,Msl1,74026
5968,mmu-miR-466m-3p,Mtfr2,71804
5969,mmu-miR-466m-3p,Nacc2,67991
5970,mmu-miR-466m-3p,Nfatc2,18019
5971,mmu-miR-466m-3p,Nras,18176
5972,mmu-miR-466m-3p,Otog,18419
5973,mmu-miR-466m-3p,Pappa,18491
5974,mmu-miR-466m-3p,Pard6b,58220
5975,mmu-miR-466m-3p,Pcgf2,22658
5976,mmu-miR-466m-3p,Phactr2,215789
5977,mmu-miR-466m-3p,Piga,18700
5978,mmu-miR-466m-3p,Pik3r1,18708
5979,mmu-miR-466m-3p,Prr5,109270
5980,mmu-miR-466m-3p,Psd3,234353
5981,mmu-miR-466m-3p,Rnasel,24014
5982,mmu-miR-466m-3p,Rnf157,217340
5983,mmu-miR-466m-3p,Sass6,72776
5984,mmu-miR-466m-3p,Scrt2,545474
5985,mmu-miR-466m-3p,Skint7,328505
5986,mmu-miR-466m-3p,Slc10a5,241877
5987,mmu-miR-466m-3p,Slc25a46,67453
5988,mmu-miR-466m-3p,Slc39a14,213053
5989,mmu-miR-466m-3p,Slc6a17,229706
5990,mmu-miR-466m-3p,Slc6a8,102857
5991,mmu-miR-466m-3p,Slx1b,75764
5992,mmu-miR-466m-3p,Spock2,94214
5993,mmu-miR-466m-3p,Spta1,20739
5994,mmu-miR-466m-3p,Ss18l1,269397
5995,mmu-miR-466m-3p,Ssr1,107513
5996,mmu-miR-466m-3p,Stxbp6,217517
5997,mmu-miR-466m-3p,Synpo2l,68760
5998,mmu-miR-466m-3p,Syt2,20980
5999,mmu-miR-466m-3p,Tas1r3,83771
6000,mmu-miR-466m-3p,Tdrd1,83561
6001,mmu-miR-466m-3p,Tmem178b,434008
6002,mmu-miR-466m-3p,Tnfrsf11a,21934
6003,mmu-miR-466m-3p,Trp53rkb,76367
6004,mmu-miR-466m-3p,Tubal3,238463
6005,mmu-miR-466m-3p,Ubac1,98766
6006,mmu-miR-466m-3p,Unc5c,22253
6007,mmu-miR-466m-3p,Wdr26,226757
6008,mmu-miR-466m-3p,Wfdc12,192200
6009,mmu-miR-466m-3p,Wfs1,22393
6010,mmu-miR-466m-3p,Zc3h12d,237256
6011,mmu-miR-466m-3p,Zfp839,72805
6012,mmu-miR-466m-3p,Zfp963,620419
6013,mmu-miR-466m-3p,Zscan4d,545913
6014,mmu-miR-466m-5p,Acot2,171210
6015,mmu-miR-466m-5p,B4galt6,56386
6016,mmu-miR-466m-5p,Car10,72605
6017,mmu-miR-466m-5p,Clec7a,56644
6018,mmu-miR-466m-5p,Dmd,13405
6019,mmu-miR-466m-5p,Elovl6,170439
6020,mmu-miR-466m-5p,Foxk1,17425
6021,mmu-miR-466m-5p,Gm4841,225594
6022,mmu-miR-466m-5p,Igf2,16002
6023,mmu-miR-466m-5p,Itga9,104099
6024,mmu-miR-466m-5p,Lcp2,16822
6025,mmu-miR-466m-5p,Magee2,272790
6026,mmu-miR-466m-5p,Mbnl3,171170
6027,mmu-miR-466m-5p,Mfsd4b5,215928
6028,mmu-miR-466m-5p,Nab1,17936
6029,mmu-miR-466m-5p,Neurod2,18013
6030,mmu-miR-466m-5p,Pgm5,226041
6031,mmu-miR-466m-5p,Ptpre,19267
6032,mmu-miR-466m-5p,Rasal2,226525
6033,mmu-miR-466m-5p,Sim1,20464
6034,mmu-miR-466m-5p,Slc1a2,20511
6035,mmu-miR-466m-5p,Slc6a17,229706
6036,mmu-miR-466m-5p,Tns4,217169
6037,mmu-miR-466m-5p,Trp53i11,277414
6038,mmu-miR-466m-5p,Ubtf,21429
6039,mmu-miR-466m-5p,Wrn,22427
6040,mmu-miR-466m-5p,Zfp248,72720
6041,mmu-miR-466m-5p,Zfp488,382867
6042,mmu-miR-466m-5p,Zfp92,22754
6043,mmu-miR-466n-3p,Adgra1,52389
6044,mmu-miR-466n-3p,Chek1,12649
6045,mmu-miR-466n-3p,Fbxl14,101358
6046,mmu-miR-466n-3p,Nacc2,67991
6047,mmu-miR-466n-3p,Padi2,18600
6048,mmu-miR-466n-3p,Paxbp1,67367
6049,mmu-miR-466n-3p,Rbm47,245945
6050,mmu-miR-466n-3p,Rnasel,24014
6051,mmu-miR-466n-3p,Slc39a14,213053
6052,mmu-miR-466n-3p,Stxbp6,217517
6053,mmu-miR-466n-3p,Tacr2,21337
6054,mmu-miR-466n-3p,Tas1r3,83771
6055,mmu-miR-466n-3p,Tnrc6b,213988
6056,mmu-miR-466n-5p,Ackr4,252837
6057,mmu-miR-466n-5p,Acot2,171210
6058,mmu-miR-466n-5p,B4galt6,56386
6059,mmu-miR-466n-5p,Car10,72605
6060,mmu-miR-466n-5p,Clec7a,56644
6061,mmu-miR-466n-5p,Dmd,13405
6062,mmu-miR-466n-5p,Elovl6,170439
6063,mmu-miR-466n-5p,Foxk1,17425
6064,mmu-miR-466n-5p,Igf2,16002
6065,mmu-miR-466n-5p,Itga9,104099
6066,mmu-miR-466n-5p,Lcp2,16822
6067,mmu-miR-466n-5p,Magee2,272790
6068,mmu-miR-466n-5p,Mbnl3,171170
6069,mmu-miR-466n-5p,Nab1,17936
6070,mmu-miR-466n-5p,Neurod2,18013
6071,mmu-miR-466n-5p,Palm2,242481
6072,mmu-miR-466n-5p,Pgm5,226041
6073,mmu-miR-466n-5p,Ptpre,19267
6074,mmu-miR-466n-5p,Rasal2,226525
6075,mmu-miR-466n-5p,Sim1,20464
6076,mmu-miR-466n-5p,Slc1a2,20511
6077,mmu-miR-466n-5p,Slc6a17,229706
6078,mmu-miR-466n-5p,Tns4,217169
6079,mmu-miR-466n-5p,Trp53i11,277414
6080,mmu-miR-466n-5p,Ubtf,21429
6081,mmu-miR-466n-5p,Wrn,22427
6082,mmu-miR-466n-5p,Xk,22439
6083,mmu-miR-466n-5p,Zfp248,72720
6084,mmu-miR-466n-5p,Zfp488,382867
6085,mmu-miR-466n-5p,Zfp92,22754
6086,mmu-miR-466n-5p,Zscan29,99334
6087,mmu-miR-466o-3p,Acot11,329910
6088,mmu-miR-466o-3p,Adam19,11492
6089,mmu-miR-466o-3p,Ankle1,234396
6090,mmu-miR-466o-3p,Anln,68743
6091,mmu-miR-466o-3p,Arf3,11842
6092,mmu-miR-466o-3p,Arl14epl,381142
6093,mmu-miR-466o-3p,Armc2,213402
6094,mmu-miR-466o-3p,Atf2,11909
6095,mmu-miR-466o-3p,Azi2,27215
6096,mmu-miR-466o-3p,Bbc3,170770
6097,mmu-miR-466o-3p,Bcl2l15,229672
6098,mmu-miR-466o-3p,Bsn,12217
6099,mmu-miR-466o-3p,C2cd4c,237397
6100,mmu-miR-466o-3p,Cep170b,217882
6101,mmu-miR-466o-3p,Chek1,12649
6102,mmu-miR-466o-3p,Cnr1,12801
6103,mmu-miR-466o-3p,Ctif,269037
6104,mmu-miR-466o-3p,Cytip,227929
6105,mmu-miR-466o-3p,Diaph2,54004
6106,mmu-miR-466o-3p,Diras2,68203
6107,mmu-miR-466o-3p,Dusp18,75219
6108,mmu-miR-466o-3p,Epha4,13838
6109,mmu-miR-466o-3p,Erc1,111173
6110,mmu-miR-466o-3p,Fam107a,268709
6111,mmu-miR-466o-3p,Fam160b2,239170
6112,mmu-miR-466o-3p,Fam168b,214469
6113,mmu-miR-466o-3p,Fam169b,434197
6114,mmu-miR-466o-3p,Fam214b,230088
6115,mmu-miR-466o-3p,Fbxl14,101358
6116,mmu-miR-466o-3p,Fnbp1,14269
6117,mmu-miR-466o-3p,Fndc3a,319448
6118,mmu-miR-466o-3p,Foxn3,71375
6119,mmu-miR-466o-3p,Fus,233908
6120,mmu-miR-466o-3p,Gmeb1,56809
6121,mmu-miR-466o-3p,Grik3,14807
6122,mmu-miR-466o-3p,Gxylt1,223827
6123,mmu-miR-466o-3p,Haus2,66296
6124,mmu-miR-466o-3p,Hk2,15277
6125,mmu-miR-466o-3p,Ido2,209176
